transaction_id,is_fraud,fraud_reason,fraud_risk_score
T0001132,0,,0.13
T0001133,0,,0.69
T0001134,0,,0.04
T0001135,0,,0.16
T0001136,0,,0.21
T0001137,0,,0.02
T0001138,0,,0.96
T0001139,0,,0.23
T0001140,0,,1
T0001141,0,,0.88
T0001142,0,,0.3
T0001143,0,,0.69
T0001144,0,,0.36
T0001145,0,,0.73
T0001146,0,,0.99
T0001147,1,High risk transaction,0.95
T0001148,0,,0.99
T0001149,1,High risk transaction,0.83
T0001150,0,,0.96
T0001151,0,,0.3
T0001152,0,,0.75
T0001153,0,,0.32
T0001154,0,,0.89
T0001155,0,,0.08
T0001156,0,,0.35
T0001157,0,,0.34
T0001158,0,,0.05
T0001159,0,,0.01
T0001160,0,,0.81
T0001161,0,,0.56
T0001162,0,,0.72
T0001163,0,,0.6
T0001164,0,,0.53
T0001165,0,,0.82
T0001166,0,,0.27
T0001167,0,,0.93
T0001168,0,,0.12
T0001169,0,,0.61
T0001170,0,,0.16
T0001171,0,,0.71
T0001172,0,,0.42
T0001173,0,,0.9
T0001174,0,,0.4
T0001175,0,,0.5
T0001176,0,,0.06
T0001177,0,,0.15
T0001178,0,,0.08
T0001179,0,,0.3
T0001180,0,,0.71
T0001181,0,,0.01
T0001182,0,,0.98
T0001183,0,,0.43
T0001184,0,,0.06
T0001185,0,,0.03
T0001186,0,,0.52
T0001187,1,High risk transaction,0.76
T0001188,0,,0.56
T0001189,0,,0.35
T0001190,0,,0.35
T0001191,0,,0.28
T0001192,0,,0.68
T0001193,0,,0.98
T0001194,0,,0.16
T0001195,0,,0.22
T0001196,0,,0.46
T0001197,0,,0.54
T0001198,0,,0.34
T0001199,0,,0.22
T0001200,0,,0.48
T0001201,0,,0.18
T0001202,0,,0.29
T0001203,0,,0.9
T0001204,0,,0.53
T0001205,0,,0.44
T0001206,0,,0.26
T0001207,0,,0.9
T0001208,0,,1
T0001209,0,,0.22
T0001210,1,High risk transaction,0.79
T0001211,0,,0.21
T0001212,0,,0.85
T0001213,0,,0.85
T0001214,0,,0.86
T0001215,0,,0.03
T0001216,0,,0.7
T0001217,0,,0.83
T0001218,0,,0.63
T0001219,1,Multiple failed attempts,0.48
T0001220,0,,0.93
T0001221,0,,0.33
T0001222,0,,0.15
T0001223,0,,0.27
T0001224,0,,0.98
T0001225,0,,0.68
T0001226,0,,0.42
T0001227,0,,0.02
T0001228,0,,0.06
T0001229,0,,0.17
T0001230,0,,0.05
T0001231,0,,0.54
T0001232,0,,0.04
T0001233,0,,0
T0001234,1,Multiple failed attempts,0.04
T0001235,1,High risk transaction,0.86
T0001236,0,,0.09
T0001237,0,,0.43
T0001238,0,,0.2
T0001239,0,,0.83
T0001240,0,,0.46
T0001241,0,,0.04
T0001242,0,,0.85
T0001243,1,High risk transaction,0.79
T0001244,0,,0.49
T0001245,0,,0.49
T0001246,0,,0.12
T0001247,0,,0.76
T0001248,0,,0.82
T0001249,0,,0.93
T0001250,0,,0.96
T0001251,0,,0.65
T0001252,0,,0.14
T0001253,0,,0.2
T0001254,0,,0.87
T0001255,0,,0.27
T0001256,0,,0.34
T0001257,0,,0.49
T0001258,0,,0.29
T0001259,0,,0.48
T0001260,0,,0.57
T0001261,0,,0.85
T0001262,0,,0.91
T0001263,0,,0.03
T0001264,0,,0.95
T0001265,0,,0.07
T0001266,0,,0.93
T0001267,1,Multiple failed attempts,0.5
T0001268,0,,0.6
T0001269,0,,0.59
T0001270,0,,0.68
T0001271,0,,0.5
T0001272,0,,0.42
T0001273,0,,0.26
T0001274,0,,0.66
T0001275,0,,0.34
T0001276,0,,0.9
T0001277,0,,0.99
T0001278,0,,0.95
T0001279,0,,0.67
T0001280,0,,0.25
T0001281,0,,0.2
T0001282,0,,0.65
T0001283,0,,0.99
T0001284,0,,0.64
T0001285,0,,0.59
T0001286,0,,0.58
T0001287,1,High risk transaction,0.94
T0001288,0,,0.37
T0001289,0,,0.39
T0001290,0,,0.22
T0001291,1,High risk transaction,0.91
T0001292,0,,0.09
T0001293,0,,0.73
T0001294,0,,0.7
T0001295,0,,0.21
T0001296,0,,0.04
T0001297,0,,0.47
T0001298,0,,0.64
T0001299,0,,0.34
T0001300,0,,0.13
T0001301,0,,0.81
T0001302,0,,0.41
T0001303,0,,0.52
T0001304,0,,0.61
T0001305,0,,0.58
T0001306,0,,0.34
T0001307,0,,0.72
T0001308,0,,0.37
T0001309,0,,0.27
T0001310,0,,0.61
T0001311,0,,0.87
T0001312,0,,0.8
T0001313,0,,0.9
T0001314,0,,0.99
T0001315,0,,0.55
T0001316,0,,0.27
T0001317,1,High risk transaction,0.91
T0001318,0,,0.99
T0001319,0,,0.61
T0001320,0,,0.79
T0001321,0,,0.45
T0001322,0,,0.92
T0001323,0,,0.83
T0001324,0,,0.42
T0001325,1,High risk transaction,0.72
T0001326,0,,0.86
T0001327,0,,0.78
T0001328,0,,0.35
T0001329,0,,0.3
T0001330,0,,0.94
T0001331,0,,0.63
T0001332,0,,0.87
T0001333,0,,0.49
T0001334,0,,0.83
T0001335,0,,0.85
T0001336,0,,0.04
T0001337,0,,0.99
T0001338,0,,0.91
T0001339,0,,0.76
T0001340,0,,0.65
T0001341,0,,0.82
T0001342,0,,0.7
T0001343,0,,0.49
T0001344,0,,0.86
T0001345,0,,0.47
T0001346,0,,0.19
T0001347,0,,0.8
T0001348,1,Multiple failed attempts,0.99
T0001349,0,,0.17
T0001350,0,,0.88
T0001351,0,,0.57
T0001352,0,,0.69
T0001353,0,,0.57
T0001354,0,,0.96
T0001355,0,,0.61
T0001356,0,,0.78
T0001357,0,,0.08
T0001358,0,,0.87
T0001359,0,,0.57
T0001360,0,,0.81
T0001361,0,,0.8
T0001362,0,,0.7
T0001363,0,,0.99
T0001364,0,,0.38
T0001365,0,,0.15
T0001366,0,,0.28
T0001367,0,,0.84
T0001368,0,,0.87
T0001369,0,,0.7
T0001370,0,,0.55
T0001371,0,,0.91
T0001372,0,,0.74
T0001373,0,,0.61
T0001374,0,,0.49
T0001375,0,,0.03
T0001376,0,,0.83
T0001377,0,,0.47
T0001378,0,,0.34
T0001379,0,,0.18
T0001380,0,,0.63
T0001381,0,,0.93
T0001382,0,,0.59
T0001383,0,,0.76
T0001384,0,,0.22
T0001385,0,,0.38
T0001386,0,,0.65
T0001387,0,,0.94
T0001388,0,,0.74
T0001389,0,,0.27
T0001390,0,,0.6
T0001391,1,Multiple failed attempts,0.36
T0001392,0,,0.87
T0001393,0,,0.03
T0001394,0,,0.77
T0001395,0,,0.14
T0001396,0,,0.96
T0001397,0,,0.27
T0001398,0,,0.94
T0001399,0,,0.84
T0001400,0,,0.9
T0001401,0,,0.66
T0001402,0,,0.31
T0001403,0,,0.52
T0001404,0,,0.31
T0001405,0,,0.64
T0001406,0,,0.51
T0001407,0,,0.79
T0001408,0,,0.66
T0001409,0,,0.99
T0001410,0,,0.51
T0001411,0,,0.66
T0001412,0,,0.65
T0001413,0,,0.86
T0001414,0,,0.27
T0001415,0,,0.44
T0001416,0,,0.59
T0001417,0,,0.15
T0001418,0,,0.58
T0001419,0,,0.7
T0001420,0,,0.54
T0001421,0,,0.63
T0001422,0,,0.12
T0001423,0,,0.13
T0001424,0,,0.7
T0001425,0,,0.62
T0001426,0,,0.65
T0001427,0,,0.18
T0001428,0,,0.78
T0001429,0,,0.72
T0001430,0,,0.52
T0001431,0,,0.99
T0001432,0,,0.51
T0001433,1,High risk transaction,0.84
T0001434,1,Multiple failed attempts,0.73
T0001435,0,,0.72
T0001436,0,,0.9
T0001437,0,,0.4
T0001438,0,,0.77
T0001439,0,,0.5
T0001440,0,,0.55
T0001441,0,,0.26
T0001442,0,,0.47
T0001443,0,,0.2
T0001444,0,,0.82
T0001445,0,,0.24
T0001446,0,,0.26
T0001447,0,,0.12
T0001448,0,,0.76
T0001449,0,,0.02
T0001450,0,,0.59
T0001451,0,,0.36
T0001452,0,,0.84
T0001453,0,,0.72
T0001454,0,,0.81
T0001455,0,,0.31
T0001456,0,,0.93
T0001457,0,,0.49
T0001458,0,,0.89
T0001459,0,,0.15
T0001460,0,,0.52
T0001461,1,High risk transaction,0.99
T0001462,0,,0.28
T0001463,0,,0.2
T0001464,0,,0.5
T0001465,1,High risk transaction,0.71
T0001466,0,,0.75
T0001467,0,,0.65
T0001468,0,,0.3
T0001469,0,,0.88
T0001470,0,,0.03
T0001471,0,,0.28
T0001472,0,,0.94
T0001473,0,,0.44
T0001474,0,,0.75
T0001475,0,,0.71
T0001476,0,,0.65
T0001477,1,High risk transaction,0.99
T0001478,0,,0.76
T0001479,1,High risk transaction,0.9
T0001480,0,,0.02
T0001481,0,,0.35
T0001482,0,,0.71
T0001483,0,,0.81
T0001484,0,,0.65
T0001485,0,,0.2
T0001486,0,,0.52
T0001487,0,,0.72
T0001488,0,,0.52
T0001489,0,,0.37
T0001490,0,,0.12
T0001491,0,,0.03
T0001492,0,,0.41
T0001493,0,,0.52
T0001494,0,,0.12
T0001495,0,,0.06
T0001496,0,,0.86
T0001497,0,,0.5
T0001498,0,,0.27
T0001499,0,,0
T0001500,0,,0.19
T0001501,0,,0.09
T0001502,0,,0.85
T0001503,0,,0.66
T0001504,0,,0.68
T0001505,0,,0.56
T0001506,0,,0.98
T0001507,0,,0.27
T0001508,0,,0.94
T0001509,0,,0.96
T0001510,0,,0.45
T0001511,0,,0.86
T0001512,0,,0.93
T0001513,0,,0.09
T0001514,0,,0.81
T0001515,0,,0.45
T0001516,0,,0.71
T0001517,0,,0.31
T0001518,0,,0.28
T0001519,0,,0.49
T0001520,0,,0.29
T0001521,0,,0.87
T0001522,0,,0.37
T0001523,0,,0.91
T0001524,0,,0.99
T0001525,0,,0.72
T0001526,0,,0.69
T0001527,0,,0.67
T0001528,0,,0.45
T0001529,0,,0.1
T0001530,0,,0.07
T0001531,0,,0.24
T0001532,0,,0.59
T0001533,0,,0.16
T0001534,0,,0.35
T0001535,0,,0.41
T0001536,0,,0.18
T0001537,0,,0.73
T0001538,0,,0.18
T0001539,0,,0.8
T0001540,0,,0.4
T0001541,0,,0.75
T0001542,0,,0.87
T0001543,0,,0.6
T0001544,0,,0.03
T0001545,0,,0.53
T0001546,0,,0.42
T0001547,0,,0.11
T0001548,1,High risk transaction,0.82
T0001549,0,,0.36
T0001550,0,,0.39
T0001551,0,,0.52
T0001552,0,,0.32
T0001553,0,,0.57
T0001554,0,,0.97
T0001555,0,,0.36
T0001556,0,,0.76
T0001557,0,,0.47
T0001558,0,,0.43
T0001559,0,,0.41
T0001560,0,,0.72
T0001561,0,,0.09
T0001562,0,,0.84
T0001563,0,,0.04
T0001564,0,,0.06
T0001565,0,,0.43
T0001566,0,,0.07
T0001567,0,,0.06
T0001568,0,,0.39
T0001569,0,,0.72
T0001570,0,,0.14
T0001571,0,,0.58
T0001572,0,,0.48
T0001573,0,,0.54
T0001574,0,,0.83
T0001575,0,,0.05
T0001576,0,,0.21
T0001577,0,,0.61
T0001578,0,,0.09
T0001579,0,,0.21
T0001580,0,,0.82
T0001581,0,,0.56
T0001582,0,,0.89
T0001583,0,,0.08
T0001584,0,,0.02
T0001585,0,,0.92
T0001586,0,,0.41
T0001587,0,,0.96
T0001588,0,,0.28
T0001589,0,,0.5
T0001590,0,,0.26
T0001591,0,,0.22
T0001592,0,,0.16
T0001593,0,,0
T0001594,0,,0.07
T0001595,0,,0.33
T0001596,0,,0.33
T0001597,0,,0.9
T0001598,0,,0.09
T0001599,0,,0.97
T0001600,0,,0.34
T0001601,0,,0.79
T0001602,0,,0.66
T0001603,0,,0.12
T0001604,0,,0.48
T0001605,0,,0.94
T0001606,0,,0.68
T0001607,0,,0.01
T0001608,0,,0.53
T0001609,0,,0.23
T0001610,0,,0.83
T0001611,0,,0.85
T0001612,0,,0.31
T0001613,0,,0.11
T0001614,1,High risk transaction,0.73
T0001615,0,,0.36
T0001616,0,,0.21
T0001617,0,,0.96
T0001618,0,,0.96
T0001619,0,,0.12
T0001620,0,,0.48
T0001621,0,,0.45
T0001622,0,,0.38
T0001623,0,,0.34
T0001624,0,,0.42
T0001625,0,,0.26
T0001626,1,Multiple failed attempts,0.44
T0001627,0,,0.64
T0001628,0,,0.45
T0001629,0,,0.81
T0001630,0,,0.8
T0001631,1,High risk transaction,0.72
T0001632,0,,0.93
T0001633,0,,0.41
T0001634,0,,0.22
T0001635,0,,0.14
T0001636,0,,0.36
T0001637,0,,0.92
T0001638,0,,0.37
T0001639,0,,0.27
T0001640,0,,0.48
T0001641,0,,0.24
T0001642,0,,0.4
T0001643,0,,0.16
T0001644,0,,0.26
T0001645,0,,0.97
T0001646,0,,0.02
T0001647,1,High risk transaction,0.88
T0001648,0,,0.81
T0001649,0,,0
T0001650,1,High risk transaction,0.93
T0001651,0,,0.06
T0001652,0,,0.69
T0001653,0,,0.83
T0001654,0,,0.7
T0001655,0,,0.98
T0001656,0,,0.58
T0001657,0,,0.5
T0001658,1,High risk transaction,0.86
T0001659,0,,0.23
T0001660,0,,0.11
T0001661,0,,0.01
T0001662,0,,0.93
T0001663,0,,0.01
T0001664,0,,0.19
T0001665,0,,0.41
T0001666,1,High risk transaction,0.79
T0001667,0,,0.73
T0001668,0,,0.6
T0001669,0,,0.04
T0001670,0,,0.62
T0001671,0,,0.84
T0001672,0,,0.6
T0001673,0,,0.94
T0001674,0,,0.35
T0001675,0,,0.33
T0001676,0,,0.83
T0001677,0,,0.58
T0001678,0,,0.63
T0001679,0,,0.25
T0001680,0,,0.4
T0001681,1,Multiple failed attempts,0.8
T0001682,1,Multiple failed attempts,0.72
T0001683,0,,0.6
T0001684,0,,0.88
T0001685,0,,0.18
T0001686,0,,0.23
T0001687,0,,0.6
T0001688,0,,0.11
T0001689,1,High risk transaction,0.89
T0001690,0,,0.88
T0001691,0,,0.86
T0001692,0,,0.55
T0001693,0,,0.03
T0001694,0,,0.78
T0001695,1,High risk transaction,0.95
T0001696,0,,0.79
T0001697,0,,0.54
T0001698,0,,0.02
T0001699,0,,0.7
T0001700,0,,0.82
T0001701,0,,0.18
T0001702,0,,0.05
T0001703,0,,0.57
T0001704,0,,0.74
T0001705,0,,0.7
T0001706,0,,0.79
T0001707,0,,0.16
T0001708,0,,0.7
T0001709,0,,0.96
T0001710,0,,0.19
T0001711,1,High risk transaction,0.96
T0001712,0,,0.78
T0001713,0,,0.12
T0001714,0,,0.22
T0001715,0,,0.27
T0001716,0,,0.28
T0001717,1,High risk transaction,0.86
T0001718,0,,0.96
T0001719,0,,0.68
T0001720,0,,0.1
T0001721,0,,0.17
T0001722,0,,0.88
T0001723,0,,0.45
T0001724,0,,0.37
T0001725,0,,0.02
T0001726,0,,0.13
T0001727,0,,0.6
T0001728,0,,0.65
T0001729,0,,0.49
T0001730,0,,0.21
T0001731,0,,0.94
T0001732,0,,0.32
T0001733,0,,0.61
T0001734,0,,0.45
T0001735,0,,0.6
T0001736,0,,0.23
T0001737,0,,0.92
T0001738,0,,0.07
T0001739,0,,0.41
T0001740,0,,0.73
T0001741,0,,0.19
T0001742,0,,0.14
T0001743,1,Multiple failed attempts,0.93
T0001744,0,,0.42
T0001745,0,,0.51
T0001746,0,,0.28
T0001747,0,,0.26
T0001748,0,,0.5
T0001749,0,,0.87
T0001750,0,,0.83
T0001751,0,,0.94
T0001752,0,,0.79
T0001753,0,,0.07
T0001754,0,,0.52
T0001755,0,,0.05
T0001756,0,,0.71
T0001757,0,,0.29
T0001758,0,,0.6
T0001759,0,,0.7
T0001760,0,,0.17
T0001761,0,,0.22
T0001762,0,,0.53
T0001763,0,,0.43
T0001764,0,,0.29
T0001765,0,,0.37
T0001766,0,,0.69
T0001767,0,,0.63
T0001768,0,,0.54
T0001769,0,,0.18
T0001770,0,,0.24
T0001771,0,,0.59
T0001772,0,,0.55
T0001773,0,,0.82
T0001774,0,,0.41
T0001775,0,,0.04
T0001776,0,,0.4
T0001777,0,,0.32
T0001778,0,,0.62
T0001779,1,High risk transaction,0.7
T0001780,0,,0.9
T0001781,0,,0.14
T0001782,0,,0.57
T0001783,0,,0.35
T0001784,1,High risk transaction,0.73
T0001785,0,,0.06
T0001786,0,,0.56
T0001787,0,,0.75
T0001788,0,,0.99
T0001789,0,,0.88
T0001790,0,,0.78
T0001791,0,,0.51
T0001792,0,,0.41
T0001793,0,,0.55
T0001794,0,,0.98
T0001795,0,,0.97
T0001796,0,,0.74
T0001797,0,,0.72
T0001798,0,,0.7
T0001799,0,,0.11
T0001800,0,,0.48
T0001801,0,,0.46
T0001802,0,,0.65
T0001803,0,,0.32
T0001804,0,,0.63
T0001805,1,High risk transaction,0.71
T0001806,0,,0.49
T0001807,0,,0.73
T0001808,0,,0.43
T0001809,0,,0.03
T0001810,0,,0.24
T0001811,0,,0.38
T0001812,0,,0.94
T0001813,0,,0.91
T0001814,0,,0.02
T0001815,0,,0.11
T0001816,0,,0.22
T0001817,0,,0.92
T0001818,0,,0.51
T0001819,0,,0.4
T0001820,0,,0.35
T0001821,0,,0.78
T0001822,0,,0.77
T0001823,0,,0.7
T0001824,0,,0.63
T0001825,0,,0.5
T0001826,1,Multiple failed attempts,0.99
T0001827,0,,0.24
T0001828,0,,0.19
T0001829,0,,0.87
T0001830,1,High risk transaction,0.81
T0001831,0,,0.98
T0001832,0,,0.93
T0001833,0,,0.85
T0001834,0,,0.01
T0001835,0,,0.16
T0001836,0,,0.5
T0001837,0,,0.13
T0001838,0,,0.88
T0001839,0,,0.76
T0001840,1,High risk transaction,0.73
T0001841,0,,0.57
T0001842,0,,0.85
T0001843,0,,0.71
T0001844,0,,0.99
T0001845,0,,0.13
T0001846,0,,0.25
T0001847,0,,0.06
T0001848,0,,0.72
T0001849,0,,0.7
T0001850,0,,0.73
T0001851,0,,0.45
T0001852,0,,0.26
T0001853,0,,0.56
T0001854,0,,0.77
T0001855,0,,0.39
T0001856,0,,0.24
T0001857,0,,0.19
T0001858,0,,0.15
T0001859,0,,1
T0001860,0,,0.38
T0001861,0,,0.56
T0001862,0,,0.39
T0001863,0,,0.35
T0001864,0,,0.8
T0001865,0,,0.13
T0001866,0,,0.73
T0001867,0,,0.28
T0001868,0,,0.6
T0001869,0,,0.09
T0001870,0,,0.1
T0001871,0,,0.55
T0001872,0,,0.25
T0001873,0,,0.19
T0001874,0,,0.15
T0001875,0,,0.25
T0001876,0,,0.34
T0001877,0,,0.58
T0001878,0,,0.37
T0001879,0,,0.19
T0001880,0,,0.42
T0001881,0,,0.18
T0001882,0,,0.46
T0001883,0,,0.5
T0001884,0,,0.39
T0001885,0,,0.8
T0001886,0,,0.2
T0001887,0,,0.53
T0001888,0,,0.17
T0001889,0,,0.15
T0001890,0,,0.42
T0001891,0,,0.97
T0001892,0,,0.54
T0001893,0,,0.77
T0001894,0,,0.75
T0001895,0,,0.94
T0001896,0,,0.64
T0001897,0,,0.52
T0001898,0,,0.21
T0001899,0,,0.68
T0001900,0,,0.28
T0001901,0,,0.76
T0001902,0,,0.5
T0001903,0,,0.88
T0001904,0,,0.75
T0001905,0,,0.16
T0001906,0,,0.22
T0001907,0,,0.63
T0001908,0,,0.54
T0001909,0,,0.64
T0001910,0,,0.77
T0001911,0,,0.37
T0001912,1,High risk transaction,0.84
T0001913,0,,0.57
T0001914,0,,0.56
T0001915,0,,0.38
T0001916,0,,0.64
T0001917,0,,0.99
T0001918,0,,0.69
T0001919,0,,0.79
T0001920,0,,0.42
T0001921,0,,0.16
T0001922,0,,0.93
T0001923,1,Multiple failed attempts,0.63
T0001924,0,,0.68
T0001925,0,,0.82
T0001926,0,,0.96
T0001927,0,,0.52
T0001928,0,,0.07
T0001929,0,,0.65
T0001930,0,,0.59
T0001931,0,,0.51
T0001932,0,,0.84
T0001933,0,,0.98
T0001934,0,,0.22
T0001935,0,,0.95
T0001936,0,,0.23
T0001937,0,,0.25
T0001938,0,,0.13
T0001939,0,,0.04
T0001940,0,,0.78
T0001941,0,,0.96
T0001942,0,,0.59
T0001943,0,,0.12
T0001944,0,,0.1
T0001945,0,,0.81
T0001946,0,,0.84
T0001947,0,,0.14
T0001948,0,,0.13
T0001949,0,,0.45
T0001950,0,,0.86
T0001951,0,,0.78
T0001952,0,,0.34
T0001953,0,,0.75
T0001954,0,,0.86
T0001955,0,,0.04
T0001956,0,,0.4
T0001957,0,,0.18
T0001958,0,,0.38
T0001959,0,,0.12
T0001960,0,,0.82
T0001961,0,,0.52
T0001962,0,,0.35
T0001963,0,,0.46
T0001964,0,,0.92
T0001965,0,,0.53
T0001966,0,,0.86
T0001967,0,,0.73
T0001968,0,,0.37
T0001969,0,,0.36
T0001970,0,,0.37
T0001971,0,,0.43
T0001972,0,,0.83
T0001973,0,,0.46
T0001974,0,,0.71
T0001975,0,,0.62
T0001976,0,,0.63
T0001977,0,,0.44
T0001978,0,,0.45
T0001979,0,,0.33
T0001980,0,,0.31
T0001981,0,,0.2
T0001982,0,,0.01
T0001983,0,,0.83
T0001984,0,,0.05
T0001985,0,,0.86
T0001986,0,,0.98
T0001987,0,,0.02
T0001988,0,,0.59
T0001989,0,,0.25
T0001990,0,,0.62
T0001991,0,,0.54
T0001992,0,,0.22
T0001993,0,,0.12
T0001994,0,,0.03
T0001995,0,,0.29
T0001996,0,,0.61
T0001997,0,,0.44
T0001998,0,,0.61
T0001999,0,,0.42
T0002000,0,,0.7
T0002001,0,,0.46
T0002002,0,,0.05
T0002003,0,,0.25
T0002004,0,,0.64
T0002005,0,,0.21
T0002006,0,,0.03
T0002007,0,,0.09
T0002008,0,,0.39
T0002009,0,,0.14
T0002010,0,,0.22
T0002011,1,High risk transaction,0.97
T0002012,0,,0.74
T0002013,0,,0.12
T0002014,0,,0.68
T0002015,0,,0.47
T0002016,0,,0.69
T0002017,0,,0.88
T0002018,0,,0.03
T0002019,0,,0.59
T0002020,0,,0.84
T0002021,0,,0.49
T0002022,0,,0.54
T0002023,0,,0.03
T0002024,0,,0.29
T0002025,0,,0.6
T0002026,0,,0.55
T0002027,0,,0.09
T0002028,0,,0.5
T0002029,1,High risk transaction,0.91
T0002030,0,,0.06
T0002031,0,,0.44
T0002032,0,,0.32
T0002033,0,,0.13
T0002034,0,,0.82
T0002035,0,,0.99
T0002036,0,,0.73
T0002037,0,,0.66
T0002038,0,,0.46
T0002039,0,,0.13
T0002040,0,,0.5
T0002041,0,,0.84
T0002042,0,,0.38
T0002043,0,,0.57
T0002044,0,,0.56
T0002045,0,,0.99
T0002046,0,,0.83
T0002047,0,,0.6
T0002048,0,,0.41
T0002049,0,,0.61
T0002050,0,,0.52
T0002051,0,,0.32
T0002052,0,,0.12
T0002053,0,,0.06
T0002054,0,,0.67
T0002055,0,,0.99
T0002056,0,,0.31
T0002057,0,,0.68
T0002058,0,,0.08
T0002059,0,,0.23
T0002060,0,,0.6
T0002061,0,,0.63
T0002062,0,,0.22
T0002063,0,,0.45
T0002064,0,,0.8
T0002065,0,,0.02
T0002066,0,,0.45
T0002067,0,,0.25
T0002068,0,,0.52
T0002069,0,,0.39
T0002070,0,,0.48
T0002071,0,,0.95
T0002072,1,High risk transaction,0.87
T0002073,0,,0.19
T0002074,1,High risk transaction,0.97
T0002075,0,,0.24
T0002076,0,,0.71
T0002077,0,,0.73
T0002078,0,,0.59
T0002079,0,,0.04
T0002080,0,,0.66
T0002081,0,,0.21
T0002082,0,,0.34
T0002083,0,,0.4
T0002084,0,,0.48
T0002085,0,,0.18
T0002086,0,,0.14
T0002087,0,,0.28
T0002088,0,,0.22
T0002089,0,,0.45
T0002090,0,,0.73
T0002091,0,,0.04
T0002092,0,,0.4
T0002093,0,,0.82
T0002094,0,,0.38
T0002095,0,,0.42
T0002096,0,,0.06
T0002097,0,,0.42
T0002098,0,,0.72
T0002099,0,,0.94
T0002100,0,,0.91
T0002101,0,,0.53
T0002102,0,,0.39
T0002103,0,,0.84
T0002104,0,,0.04
T0002105,0,,0.12
T0002106,0,,0.55
T0002107,0,,0.14
T0002108,0,,0.83
T0002109,0,,0.79
T0002110,0,,0.87
T0002111,0,,0.07
T0002112,0,,0.55
T0002113,0,,0.72
T0002114,0,,0.86
T0002115,0,,0.78
T0002116,0,,0
T0002117,0,,0.21
T0002118,0,,0.72
T0002119,0,,0.56
T0002120,0,,0.05
T0002121,1,High risk transaction,0.74
T0002122,1,High risk transaction,0.84
T0002123,0,,0.03
T0002124,1,High risk transaction,0.81
T0002125,0,,0.63
T0002126,0,,0.14
T0002127,0,,0.06
T0002128,0,,0.78
T0002129,0,,0.09
T0002130,0,,0.53
T0002131,0,,0.32
T0002132,1,High risk transaction,0.86
T0002133,0,,0.1
T0002134,0,,0.34
T0002135,0,,0.18
T0002136,0,,0.86
T0002137,0,,0.43
T0002138,0,,0.57
T0002139,0,,0.61
T0002140,0,,0.98
T0002141,0,,0.83
T0002142,0,,0.17
T0002143,0,,0.91
T0002144,0,,0.39
T0002145,0,,0.9
T0002146,0,,0.68
T0002147,0,,0.44
T0002148,0,,0.46
T0002149,0,,0.72
T0002150,0,,0.27
T0002151,0,,0.03
T0002152,1,High risk transaction,0.81
T0002153,0,,0.76
T0002154,0,,0.46
T0002155,0,,0.36
T0002156,0,,0.13
T0002157,0,,0.91
T0002158,0,,0.03
T0002159,0,,0.37
T0002160,0,,0.21
T0002161,0,,0.82
T0002162,0,,0.23
T0002163,0,,0.31
T0002164,0,,0.38
T0002165,0,,0.92
T0002166,0,,0.33
T0002167,1,High risk transaction,0.78
T0002168,0,,0.06
T0002169,0,,0.81
T0002170,0,,0.45
T0002171,0,,0.01
T0002172,0,,0.89
T0002173,1,High risk transaction,0.88
T0002174,0,,0.55
T0002175,0,,0.48
T0002176,0,,0.54
T0002177,0,,0.06
T0002178,0,,0.25
T0002179,0,,0.74
T0002180,0,,0.02
T0002181,0,,0.38
T0002182,0,,0.99
T0002183,0,,0.65
T0002184,0,,0.34
T0002185,0,,0.11
T0002186,0,,0.09
T0002187,0,,0.75
T0002188,1,Multiple failed attempts,0.59
T0002189,0,,0.56
T0002190,0,,0.16
T0002191,0,,0.8
T0002192,0,,0.19
T0002193,0,,0.11
T0002194,0,,0.53
T0002195,0,,0.59
T0002196,0,,0.22
T0002197,0,,0.19
T0002198,0,,0.68
T0002199,0,,0.72
T0002200,0,,0.72
T0002201,0,,0.62
T0002202,0,,0.5
T0002203,0,,0.32
T0002204,0,,0.31
T0002205,0,,0.25
T0002206,0,,0.58
T0002207,0,,0.01
T0002208,0,,0.8
T0002209,0,,0.87
T0002210,0,,0.39
T0002211,0,,0.85
T0002212,0,,0.84
T0002213,0,,0.25
T0002214,0,,0.95
T0002215,0,,0.57
T0002216,0,,0.47
T0002217,0,,0.39
T0002218,0,,0.21
T0002219,0,,0.65
T0002220,0,,0.54
T0002221,0,,0.96
T0002222,0,,0.54
T0002223,0,,0.23
T0002224,0,,0.48
T0002225,0,,0.51
T0002226,0,,0.26
T0002227,0,,0.52
T0002228,0,,0.3
T0002229,0,,0.24
T0002230,0,,0.49
T0002231,0,,0.28
T0002232,0,,0.84
T0002233,0,,0.35
T0002234,0,,0.14
T0002235,0,,0.4
T0002236,0,,0.39
T0002237,0,,0.72
T0002238,0,,0.59
T0002239,1,High risk transaction,0.91
T0002240,0,,0.42
T0002241,0,,0.85
T0002242,0,,0.64
T0002243,0,,0.29
T0002244,0,,0.39
T0002245,0,,0.04
T0002246,1,High risk transaction,0.72
T0002247,0,,0.75
T0002248,0,,0.8
T0002249,0,,0.76
T0002250,0,,0.75
T0002251,0,,0.41
T0002252,0,,0.53
T0002253,0,,0.67
T0002254,0,,0.07
T0002255,0,,0.47
T0002256,0,,0.63
T0002257,1,High risk transaction,0.91
T0002258,0,,0.17
T0002259,0,,0.13
T0002260,0,,0.16
T0002261,0,,0.47
T0002262,0,,0.99
T0002263,0,,0.59
T0002264,0,,1
